Track,for,Gabrielle,2013,,
Date,Time,(UTC),Latitude,Longitude,
MM/DD/Year,HH:MM:SS,(deg),(deg),,
9/9/2013,13:11:19,26.182,N,66.044,W
9/9/2013,13:13:20,26.186,N,66.04,W
9/9/2013,13:15:19,26.189,N,66.036,W
9/9/2013,13:17:20,26.193,N,66.032,W
9/9/2013,13:19:19,26.196,N,66.029,W
9/9/2013,13:21:20,26.199,N,66.025,W
9/9/2013,13:23:19,26.203,N,66.021,W
9/9/2013,13:25:20,26.206,N,66.017,W
9/9/2013,13:27:19,26.21,N,66.014,W
9/9/2013,13:29:20,26.213,N,66.01,W
9/9/2013,13:31:19,26.217,N,66.006,W
9/9/2013,13:33:20,26.221,N,66.002,W
9/9/2013,13:35:19,26.224,N,65.999,W
9/9/2013,13:37:20,26.228,N,65.995,W
9/9/2013,13:39:19,26.231,N,65.991,W
9/9/2013,13:41:19,26.235,N,65.988,W
9/9/2013,13:43:20,26.238,N,65.984,W
9/9/2013,13:45:19,26.242,N,65.98,W
9/9/2013,13:47:20,26.245,N,65.976,W
9/9/2013,13:49:19,26.249,N,65.973,W
9/9/2013,13:51:20,26.252,N,65.969,W
9/9/2013,13:53:19,26.256,N,65.965,W
9/9/2013,13:55:20,26.26,N,65.962,W
9/9/2013,13:57:19,26.263,N,65.958,W
9/9/2013,13:59:20,26.267,N,65.954,W
9/9/2013,14:01:19,26.27,N,65.951,W
9/9/2013,14:03:20,26.274,N,65.947,W
9/9/2013,14:05:19,26.278,N,65.943,W
9/9/2013,14:07:20,26.281,N,65.94,W
9/9/2013,14:09:19,26.285,N,65.936,W
9/9/2013,14:11:19,26.288,N,65.932,W
9/9/2013,14:13:20,26.292,N,65.929,W
9/9/2013,14:15:19,26.296,N,65.925,W
9/9/2013,14:17:20,26.299,N,65.921,W
9/9/2013,14:19:19,26.303,N,65.918,W
9/9/2013,14:21:20,26.307,N,65.914,W
9/9/2013,14:23:19,26.31,N,65.91,W
9/9/2013,14:25:20,26.314,N,65.907,W
9/9/2013,14:27:19,26.317,N,65.903,W
9/9/2013,14:29:20,26.321,N,65.9,W
9/9/2013,14:31:19,26.325,N,65.896,W
9/9/2013,14:33:20,26.328,N,65.892,W
9/9/2013,14:35:19,26.332,N,65.889,W
9/9/2013,14:37:20,26.336,N,65.885,W
9/9/2013,14:39:19,26.34,N,65.882,W
9/9/2013,14:41:19,26.343,N,65.878,W
9/9/2013,14:43:20,26.347,N,65.874,W
9/9/2013,14:45:19,26.351,N,65.871,W
9/9/2013,14:47:20,26.354,N,65.867,W
9/9/2013,14:49:19,26.358,N,65.864,W
9/9/2013,14:51:20,26.362,N,65.86,W
9/9/2013,14:53:19,26.366,N,65.856,W
9/9/2013,14:55:20,26.369,N,65.853,W
9/9/2013,14:57:19,26.373,N,65.849,W
9/9/2013,14:59:20,26.377,N,65.846,W
9/9/2013,15:01:19,26.38,N,65.842,W
9/9/2013,15:03:20,26.384,N,65.839,W
9/9/2013,15:05:19,26.388,N,65.835,W
9/9/2013,15:07:20,26.392,N,65.832,W
9/9/2013,15:09:19,26.396,N,65.828,W
9/9/2013,15:11:19,26.399,N,65.825,W
9/9/2013,15:13:20,26.403,N,65.821,W
9/9/2013,15:15:19,26.407,N,65.817,W
9/9/2013,15:17:20,26.411,N,65.814,W
9/9/2013,15:19:19,26.414,N,65.81,W
9/9/2013,15:21:20,26.418,N,65.807,W
9/9/2013,15:23:19,26.422,N,65.803,W
9/9/2013,15:25:20,26.426,N,65.8,W
9/9/2013,15:27:19,26.43,N,65.796,W
9/9/2013,15:29:20,26.433,N,65.793,W
9/9/2013,15:31:19,26.437,N,65.789,W
9/9/2013,15:33:20,26.441,N,65.786,W
9/9/2013,15:35:19,26.445,N,65.782,W
9/9/2013,15:37:20,26.449,N,65.779,W
9/9/2013,15:39:19,26.453,N,65.776,W
9/9/2013,15:41:19,26.457,N,65.772,W
9/9/2013,15:43:20,26.46,N,65.769,W
9/9/2013,15:45:19,26.464,N,65.765,W
9/9/2013,15:47:20,26.468,N,65.762,W
9/9/2013,15:49:19,26.472,N,65.758,W
9/9/2013,15:51:20,26.476,N,65.755,W
9/9/2013,15:53:19,26.48,N,65.751,W
9/9/2013,15:55:20,26.484,N,65.748,W
9/9/2013,15:57:19,26.488,N,65.745,W
9/9/2013,15:59:20,26.491,N,65.741,W
9/9/2013,16:01:19,26.495,N,65.738,W
9/9/2013,16:03:20,26.499,N,65.734,W
9/9/2013,16:05:19,26.503,N,65.731,W
9/9/2013,16:07:20,26.507,N,65.728,W
9/9/2013,16:09:19,26.511,N,65.724,W
9/9/2013,16:11:19,26.515,N,65.721,W
9/9/2013,16:13:20,26.519,N,65.717,W
9/9/2013,16:15:19,26.523,N,65.714,W
9/9/2013,16:17:20,26.527,N,65.711,W
9/9/2013,16:19:19,26.531,N,65.707,W
9/9/2013,16:21:20,26.535,N,65.704,W
9/9/2013,16:23:19,26.539,N,65.701,W
9/9/2013,16:25:20,26.543,N,65.697,W
9/9/2013,16:27:19,26.547,N,65.694,W
9/9/2013,16:29:20,26.551,N,65.69,W
9/9/2013,16:31:19,26.555,N,65.687,W
9/9/2013,16:33:20,26.559,N,65.684,W
9/9/2013,16:35:19,26.563,N,65.68,W
9/9/2013,16:37:20,26.567,N,65.677,W
9/9/2013,16:39:19,26.571,N,65.674,W
9/9/2013,16:41:19,26.575,N,65.67,W
9/9/2013,16:43:20,26.579,N,65.667,W
9/9/2013,16:45:19,26.583,N,65.664,W
9/9/2013,16:47:20,26.587,N,65.661,W
9/9/2013,16:49:19,26.591,N,65.657,W
9/9/2013,16:51:20,26.595,N,65.654,W
9/9/2013,16:53:19,26.599,N,65.651,W
9/9/2013,16:55:20,26.603,N,65.647,W
9/9/2013,16:57:19,26.607,N,65.644,W
9/9/2013,16:59:20,26.611,N,65.641,W
9/9/2013,17:01:19,26.615,N,65.638,W
9/9/2013,17:03:20,26.619,N,65.634,W
9/9/2013,17:05:19,26.623,N,65.631,W
9/9/2013,17:07:20,26.627,N,65.628,W
9/9/2013,17:09:19,26.631,N,65.625,W
9/9/2013,17:11:19,26.636,N,65.621,W
9/9/2013,17:13:20,26.64,N,65.618,W
9/9/2013,17:15:19,26.644,N,65.615,W
9/9/2013,17:17:20,26.648,N,65.612,W
9/9/2013,17:19:19,26.652,N,65.609,W
9/9/2013,17:21:20,26.656,N,65.605,W
9/9/2013,17:23:19,26.66,N,65.602,W
9/9/2013,17:25:20,26.664,N,65.599,W
9/9/2013,17:27:19,26.669,N,65.596,W
9/9/2013,17:29:20,26.673,N,65.593,W
9/9/2013,17:31:19,26.677,N,65.589,W
9/9/2013,17:33:20,26.681,N,65.586,W
9/9/2013,17:35:19,26.685,N,65.583,W
9/9/2013,17:37:20,26.689,N,65.58,W
9/9/2013,17:39:19,26.694,N,65.577,W
9/9/2013,17:41:19,26.698,N,65.574,W
9/9/2013,17:43:20,26.702,N,65.571,W
9/9/2013,17:45:19,26.706,N,65.567,W
9/9/2013,17:47:20,26.71,N,65.564,W
9/9/2013,17:49:19,26.715,N,65.561,W
9/9/2013,17:51:20,26.719,N,65.558,W
9/9/2013,17:53:19,26.723,N,65.555,W
9/9/2013,17:55:20,26.727,N,65.552,W
9/9/2013,17:57:19,26.732,N,65.549,W
9/9/2013,17:59:20,26.736,N,65.546,W
9/9/2013,18:01:19,26.74,N,65.543,W
9/9/2013,18:03:20,26.744,N,65.539,W
9/9/2013,18:05:19,26.749,N,65.536,W
9/9/2013,18:07:20,26.753,N,65.533,W
9/9/2013,18:09:19,26.757,N,65.53,W
9/9/2013,18:11:19,26.761,N,65.527,W
9/9/2013,18:13:20,26.766,N,65.524,W
9/9/2013,18:15:19,26.77,N,65.521,W
9/9/2013,18:17:20,26.774,N,65.518,W
9/9/2013,18:19:19,26.778,N,65.515,W
9/9/2013,18:21:20,26.783,N,65.512,W
9/9/2013,18:23:19,26.787,N,65.509,W
9/9/2013,18:25:20,26.791,N,65.506,W
9/9/2013,18:27:19,26.796,N,65.503,W
9/9/2013,18:29:20,26.8,N,65.5,W
9/9/2013,18:31:19,26.804,N,65.497,W
9/9/2013,18:33:20,26.809,N,65.494,W
9/9/2013,18:35:19,26.813,N,65.491,W
9/9/2013,18:37:20,26.817,N,65.488,W
9/9/2013,18:39:19,26.822,N,65.485,W
9/9/2013,18:41:19,26.826,N,65.482,W
9/9/2013,18:43:20,26.831,N,65.479,W
9/9/2013,18:45:19,26.835,N,65.476,W
9/9/2013,18:47:20,26.839,N,65.473,W
9/9/2013,18:49:19,26.844,N,65.47,W
9/9/2013,18:51:20,26.848,N,65.467,W
9/9/2013,18:53:19,26.852,N,65.464,W
9/9/2013,18:55:20,26.857,N,65.461,W
9/9/2013,18:57:19,26.861,N,65.459,W
9/9/2013,18:59:20,26.866,N,65.456,W
9/9/2013,19:01:19,26.87,N,65.453,W
9/9/2013,19:03:20,26.875,N,65.45,W
9/9/2013,19:05:19,26.879,N,65.447,W
9/9/2013,19:07:20,26.883,N,65.444,W
9/9/2013,19:09:19,26.888,N,65.441,W
9/9/2013,19:11:19,26.892,N,65.438,W
9/9/2013,19:13:20,26.897,N,65.436,W
9/9/2013,19:15:19,26.901,N,65.433,W
9/9/2013,19:17:20,26.906,N,65.43,W
9/9/2013,19:19:19,26.91,N,65.427,W
9/9/2013,19:21:20,26.915,N,65.424,W
9/9/2013,19:23:19,26.919,N,65.421,W
9/9/2013,19:25:20,26.924,N,65.418,W
9/9/2013,19:27:19,26.928,N,65.416,W
9/9/2013,19:29:20,26.933,N,65.413,W
9/9/2013,19:31:19,26.937,N,65.41,W
9/9/2013,19:33:20,26.942,N,65.407,W
9/9/2013,19:35:19,26.946,N,65.404,W
9/9/2013,19:37:20,26.951,N,65.402,W
9/9/2013,19:39:19,26.955,N,65.399,W
9/9/2013,19:41:19,26.96,N,65.396,W
9/9/2013,19:43:20,26.964,N,65.393,W
9/9/2013,19:45:19,26.969,N,65.391,W
9/9/2013,19:47:20,26.974,N,65.388,W
9/9/2013,19:49:19,26.978,N,65.385,W
9/9/2013,19:51:20,26.983,N,65.382,W
9/9/2013,19:53:19,26.987,N,65.38,W
9/9/2013,19:55:20,26.992,N,65.377,W
9/9/2013,19:57:19,26.996,N,65.374,W
9/9/2013,19:59:20,27.001,N,65.372,W
9/9/2013,20:01:19,27.006,N,65.369,W
9/9/2013,20:03:20,27.01,N,65.366,W
9/9/2013,20:05:19,27.015,N,65.364,W
9/9/2013,20:07:20,27.02,N,65.361,W
9/9/2013,20:09:19,27.024,N,65.358,W
9/9/2013,20:11:19,27.029,N,65.356,W
9/9/2013,20:13:20,27.033,N,65.353,W
9/9/2013,20:15:19,27.038,N,65.35,W
9/9/2013,20:17:20,27.043,N,65.348,W
9/9/2013,20:19:19,27.047,N,65.345,W
9/9/2013,20:21:20,27.052,N,65.342,W
9/9/2013,20:23:19,27.057,N,65.34,W
9/9/2013,20:25:20,27.061,N,65.337,W
9/9/2013,20:27:19,27.066,N,65.335,W
9/9/2013,20:29:20,27.071,N,65.332,W
9/9/2013,20:31:19,27.076,N,65.329,W
9/9/2013,20:33:20,27.08,N,65.327,W
9/9/2013,20:35:19,27.085,N,65.324,W
9/9/2013,20:37:20,27.09,N,65.322,W
9/9/2013,20:39:19,27.094,N,65.319,W
9/9/2013,20:41:19,27.099,N,65.317,W
9/9/2013,20:43:20,27.104,N,65.314,W
9/9/2013,20:45:19,27.109,N,65.311,W
9/9/2013,20:47:20,27.113,N,65.309,W
9/9/2013,20:49:19,27.118,N,65.306,W
9/9/2013,20:51:20,27.123,N,65.304,W
9/9/2013,20:53:19,27.128,N,65.301,W
9/9/2013,20:55:20,27.132,N,65.299,W
9/9/2013,20:57:19,27.137,N,65.296,W
9/9/2013,20:59:20,27.142,N,65.294,W
9/9/2013,21:01:19,27.147,N,65.291,W
9/9/2013,21:03:20,27.152,N,65.289,W
9/9/2013,21:05:19,27.156,N,65.287,W
9/9/2013,21:07:20,27.161,N,65.284,W
9/9/2013,21:09:19,27.166,N,65.282,W
9/9/2013,21:11:19,27.171,N,65.279,W
9/9/2013,21:13:20,27.176,N,65.277,W
9/9/2013,21:15:19,27.181,N,65.274,W
9/9/2013,21:17:20,27.185,N,65.272,W
9/9/2013,21:19:19,27.19,N,65.27,W
9/9/2013,21:21:20,27.195,N,65.267,W
9/9/2013,21:23:19,27.2,N,65.265,W
9/9/2013,21:25:20,27.205,N,65.262,W
9/9/2013,21:27:19,27.21,N,65.26,W
9/9/2013,21:29:20,27.215,N,65.258,W
9/9/2013,21:31:19,27.22,N,65.255,W
9/9/2013,21:33:20,27.224,N,65.253,W
9/9/2013,21:35:19,27.229,N,65.251,W
9/9/2013,21:37:20,27.234,N,65.248,W
9/9/2013,21:39:19,27.239,N,65.246,W
9/9/2013,21:41:19,27.244,N,65.244,W
9/9/2013,21:43:20,27.249,N,65.241,W
9/9/2013,21:45:19,27.254,N,65.239,W
9/9/2013,21:47:20,27.259,N,65.237,W
9/9/2013,21:49:19,27.264,N,65.234,W
9/9/2013,21:51:20,27.269,N,65.232,W
9/9/2013,21:53:19,27.274,N,65.23,W
9/9/2013,21:55:20,27.279,N,65.227,W
9/9/2013,21:57:19,27.284,N,65.225,W
9/9/2013,21:59:20,27.289,N,65.223,W
9/9/2013,22:01:19,27.294,N,65.221,W
9/9/2013,22:03:20,27.299,N,65.218,W
9/9/2013,22:05:19,27.304,N,65.216,W
9/9/2013,22:07:20,27.309,N,65.214,W
9/9/2013,22:09:19,27.314,N,65.212,W
9/9/2013,22:11:19,27.319,N,65.21,W
9/9/2013,22:13:20,27.324,N,65.207,W
9/9/2013,22:15:19,27.329,N,65.205,W
9/9/2013,22:17:20,27.334,N,65.203,W
9/9/2013,22:19:19,27.339,N,65.201,W
9/9/2013,22:21:20,27.344,N,65.199,W
9/9/2013,22:23:19,27.349,N,65.196,W
9/9/2013,22:25:20,27.354,N,65.194,W
9/9/2013,22:27:19,27.359,N,65.192,W
9/9/2013,22:29:20,27.364,N,65.19,W
9/9/2013,22:31:19,27.369,N,65.188,W
9/9/2013,22:33:20,27.374,N,65.186,W
9/9/2013,22:35:19,27.379,N,65.184,W
9/9/2013,22:37:20,27.384,N,65.181,W
9/9/2013,22:39:19,27.389,N,65.179,W
9/9/2013,22:41:19,27.395,N,65.177,W
9/9/2013,22:43:20,27.4,N,65.175,W
9/9/2013,22:45:19,27.405,N,65.173,W
9/9/2013,22:47:20,27.41,N,65.171,W
9/9/2013,22:49:19,27.415,N,65.169,W
9/9/2013,22:51:20,27.42,N,65.167,W
9/9/2013,22:53:19,27.425,N,65.165,W
9/9/2013,22:55:20,27.43,N,65.163,W
9/9/2013,22:57:19,27.436,N,65.161,W
9/9/2013,22:59:20,27.441,N,65.159,W
9/9/2013,23:01:19,27.446,N,65.157,W
9/9/2013,23:03:20,27.451,N,65.155,W
9/9/2013,23:05:19,27.456,N,65.153,W
9/9/2013,23:07:20,27.461,N,65.151,W
9/9/2013,23:09:19,27.467,N,65.149,W
9/9/2013,23:11:19,27.472,N,65.147,W
9/9/2013,23:13:20,27.477,N,65.145,W
9/9/2013,23:15:19,27.482,N,65.143,W
9/9/2013,23:17:20,27.487,N,65.141,W
9/9/2013,23:19:19,27.493,N,65.139,W
9/9/2013,23:21:20,27.498,N,65.137,W
9/9/2013,23:23:19,27.503,N,65.135,W
9/9/2013,23:25:20,27.508,N,65.133,W
9/9/2013,23:27:19,27.514,N,65.131,W
9/9/2013,23:29:20,27.519,N,65.129,W
9/9/2013,23:31:19,27.524,N,65.127,W
9/9/2013,23:33:20,27.529,N,65.125,W
9/9/2013,23:35:19,27.535,N,65.123,W
9/9/2013,23:37:20,27.54,N,65.121,W
9/9/2013,23:39:19,27.545,N,65.119,W
9/9/2013,23:41:19,27.55,N,65.117,W
9/9/2013,23:43:20,27.556,N,65.115,W
9/9/2013,23:45:19,27.561,N,65.114,W
9/9/2013,23:47:20,27.566,N,65.112,W
9/9/2013,23:49:19,27.572,N,65.11,W
9/9/2013,23:51:20,27.577,N,65.108,W
9/9/2013,23:53:19,27.582,N,65.106,W
9/9/2013,23:55:20,27.588,N,65.104,W
9/9/2013,23:57:19,27.593,N,65.102,W
9/9/2013,23:59:20,27.598,N,65.101,W
9/10/2013,0:00:00,27.6,N,65.1,W
9/10/2013,0:02:00,27.614,N,65.095,W
9/10/2013,0:03:59,27.628,N,65.09,W
9/10/2013,0:06:00,27.642,N,65.085,W
9/10/2013,0:07:59,27.656,N,65.08,W
9/10/2013,0:10:00,27.67,N,65.075,W
9/10/2013,0:11:59,27.684,N,65.07,W
9/10/2013,0:14:00,27.698,N,65.065,W
9/10/2013,0:15:59,27.712,N,65.061,W
9/10/2013,0:18:00,27.726,N,65.056,W
9/10/2013,0:19:59,27.74,N,65.051,W
9/10/2013,0:22:00,27.754,N,65.046,W
9/10/2013,0:23:59,27.768,N,65.041,W
9/10/2013,0:26:00,27.782,N,65.036,W
9/10/2013,0:27:59,27.796,N,65.031,W
9/10/2013,0:30:00,27.81,N,65.027,W
9/10/2013,0:32:00,27.824,N,65.022,W
9/10/2013,0:33:59,27.838,N,65.017,W
9/10/2013,0:36:00,27.852,N,65.012,W
9/10/2013,0:37:59,27.866,N,65.008,W
9/10/2013,0:40:00,27.879,N,65.003,W
9/10/2013,0:41:59,27.893,N,64.998,W
9/10/2013,0:44:00,27.907,N,64.993,W
9/10/2013,0:45:59,27.921,N,64.989,W
9/10/2013,0:48:00,27.935,N,64.984,W
9/10/2013,0:49:59,27.948,N,64.979,W
9/10/2013,0:52:00,27.962,N,64.975,W
9/10/2013,0:53:59,27.976,N,64.97,W
9/10/2013,0:56:00,27.989,N,64.965,W
9/10/2013,0:57:59,28.003,N,64.961,W
9/10/2013,1:00:00,28.017,N,64.956,W
9/10/2013,1:02:00,28.03,N,64.952,W
9/10/2013,1:03:59,28.044,N,64.947,W
9/10/2013,1:06:00,28.058,N,64.942,W
9/10/2013,1:07:59,28.071,N,64.938,W
9/10/2013,1:10:00,28.085,N,64.933,W
9/10/2013,1:11:59,28.098,N,64.929,W
9/10/2013,1:14:00,28.112,N,64.924,W
9/10/2013,1:15:59,28.125,N,64.92,W
9/10/2013,1:18:00,28.139,N,64.915,W
9/10/2013,1:19:59,28.152,N,64.911,W
9/10/2013,1:22:00,28.166,N,64.906,W
9/10/2013,1:23:59,28.179,N,64.902,W
9/10/2013,1:26:00,28.192,N,64.898,W
9/10/2013,1:27:59,28.206,N,64.893,W
9/10/2013,1:30:00,28.219,N,64.889,W
9/10/2013,1:32:00,28.233,N,64.884,W
9/10/2013,1:33:59,28.246,N,64.88,W
9/10/2013,1:36:00,28.259,N,64.876,W
9/10/2013,1:37:59,28.272,N,64.871,W
9/10/2013,1:40:00,28.286,N,64.867,W
9/10/2013,1:41:59,28.299,N,64.863,W
9/10/2013,1:44:00,28.312,N,64.858,W
9/10/2013,1:45:59,28.325,N,64.854,W
9/10/2013,1:48:00,28.338,N,64.85,W
9/10/2013,1:49:59,28.352,N,64.846,W
9/10/2013,1:52:00,28.365,N,64.841,W
9/10/2013,1:53:59,28.378,N,64.837,W
9/10/2013,1:56:00,28.391,N,64.833,W
9/10/2013,1:57:59,28.404,N,64.829,W
9/10/2013,2:00:00,28.417,N,64.825,W
9/10/2013,2:02:00,28.43,N,64.82,W
9/10/2013,2:03:59,28.443,N,64.816,W
9/10/2013,2:06:00,28.456,N,64.812,W
9/10/2013,2:07:59,28.469,N,64.808,W
9/10/2013,2:10:00,28.482,N,64.804,W
9/10/2013,2:11:59,28.494,N,64.8,W
9/10/2013,2:14:00,28.507,N,64.796,W
9/10/2013,2:15:59,28.52,N,64.792,W
9/10/2013,2:18:00,28.533,N,64.788,W
9/10/2013,2:19:59,28.546,N,64.784,W
9/10/2013,2:22:00,28.558,N,64.78,W
9/10/2013,2:23:59,28.571,N,64.776,W
9/10/2013,2:26:00,28.584,N,64.772,W
9/10/2013,2:27:59,28.596,N,64.768,W
9/10/2013,2:30:00,28.609,N,64.764,W
9/10/2013,2:32:00,28.622,N,64.76,W
9/10/2013,2:33:59,28.634,N,64.756,W
9/10/2013,2:36:00,28.647,N,64.752,W
9/10/2013,2:37:59,28.659,N,64.748,W
9/10/2013,2:40:00,28.672,N,64.744,W
9/10/2013,2:41:59,28.684,N,64.741,W
9/10/2013,2:44:00,28.697,N,64.737,W
9/10/2013,2:45:59,28.709,N,64.733,W
9/10/2013,2:48:00,28.722,N,64.729,W
9/10/2013,2:49:59,28.734,N,64.725,W
9/10/2013,2:52:00,28.746,N,64.722,W
9/10/2013,2:53:59,28.759,N,64.718,W
9/10/2013,2:56:00,28.771,N,64.714,W
9/10/2013,2:57:59,28.783,N,64.711,W
9/10/2013,3:00:00,28.795,N,64.707,W
9/10/2013,3:02:00,28.808,N,64.703,W
9/10/2013,3:03:59,28.82,N,64.7,W
9/10/2013,3:06:00,28.832,N,64.696,W
9/10/2013,3:07:59,28.844,N,64.692,W
9/10/2013,3:10:00,28.856,N,64.689,W
9/10/2013,3:11:59,28.868,N,64.685,W
9/10/2013,3:14:00,28.88,N,64.682,W
9/10/2013,3:15:59,28.892,N,64.678,W
9/10/2013,3:18:00,28.904,N,64.675,W
9/10/2013,3:19:59,28.916,N,64.671,W
9/10/2013,3:22:00,28.928,N,64.668,W
9/10/2013,3:23:59,28.94,N,64.664,W
9/10/2013,3:26:00,28.952,N,64.661,W
9/10/2013,3:27:59,28.963,N,64.657,W
9/10/2013,3:30:00,28.975,N,64.654,W
9/10/2013,3:32:00,28.987,N,64.65,W
9/10/2013,3:33:59,28.999,N,64.647,W
9/10/2013,3:36:00,29.01,N,64.644,W
9/10/2013,3:37:59,29.022,N,64.64,W
9/10/2013,3:40:00,29.034,N,64.637,W
9/10/2013,3:41:59,29.045,N,64.634,W
9/10/2013,3:44:00,29.057,N,64.631,W
9/10/2013,3:45:59,29.068,N,64.627,W
9/10/2013,3:48:00,29.08,N,64.624,W
9/10/2013,3:49:59,29.091,N,64.621,W
9/10/2013,3:52:00,29.102,N,64.618,W
9/10/2013,3:53:59,29.114,N,64.614,W
9/10/2013,3:56:00,29.125,N,64.611,W
9/10/2013,3:57:59,29.136,N,64.608,W
9/10/2013,4:00:00,29.148,N,64.605,W
9/10/2013,4:02:00,29.159,N,64.602,W
9/10/2013,4:03:59,29.17,N,64.599,W
9/10/2013,4:06:00,29.181,N,64.596,W
9/10/2013,4:07:59,29.192,N,64.593,W
9/10/2013,4:10:00,29.204,N,64.59,W
9/10/2013,4:11:59,29.215,N,64.587,W
9/10/2013,4:14:00,29.226,N,64.584,W
9/10/2013,4:15:59,29.237,N,64.581,W
9/10/2013,4:18:00,29.248,N,64.578,W
9/10/2013,4:19:59,29.258,N,64.575,W
9/10/2013,4:22:00,29.269,N,64.572,W
9/10/2013,4:23:59,29.28,N,64.569,W
9/10/2013,4:26:00,29.291,N,64.566,W
9/10/2013,4:27:59,29.302,N,64.563,W
9/10/2013,4:30:00,29.312,N,64.561,W
9/10/2013,4:32:00,29.323,N,64.558,W
9/10/2013,4:33:59,29.334,N,64.555,W
9/10/2013,4:36:00,29.344,N,64.552,W
9/10/2013,4:37:59,29.355,N,64.55,W
9/10/2013,4:40:00,29.366,N,64.547,W
9/10/2013,4:41:59,29.376,N,64.544,W
9/10/2013,4:44:00,29.387,N,64.541,W
9/10/2013,4:45:59,29.397,N,64.539,W
9/10/2013,4:48:00,29.407,N,64.536,W
9/10/2013,4:49:59,29.418,N,64.534,W
9/10/2013,4:52:00,29.428,N,64.531,W
9/10/2013,4:53:59,29.438,N,64.528,W
9/10/2013,4:56:00,29.449,N,64.526,W
9/10/2013,4:57:59,29.459,N,64.523,W
9/10/2013,5:00:00,29.469,N,64.521,W
9/10/2013,5:02:00,29.479,N,64.518,W
9/10/2013,5:03:59,29.489,N,64.516,W
9/10/2013,5:06:00,29.499,N,64.513,W
9/10/2013,5:07:59,29.509,N,64.511,W
9/10/2013,5:10:00,29.519,N,64.508,W
9/10/2013,5:11:59,29.529,N,64.506,W
9/10/2013,5:14:00,29.539,N,64.504,W
9/10/2013,5:15:59,29.549,N,64.501,W
9/10/2013,5:18:00,29.559,N,64.499,W
9/10/2013,5:19:59,29.569,N,64.497,W
9/10/2013,5:22:00,29.579,N,64.494,W
9/10/2013,5:23:59,29.589,N,64.492,W
9/10/2013,5:26:00,29.598,N,64.49,W
9/10/2013,5:27:59,29.608,N,64.487,W
9/10/2013,5:30:00,29.618,N,64.485,W
9/10/2013,5:32:00,29.627,N,64.483,W
9/10/2013,5:33:59,29.637,N,64.481,W
9/10/2013,5:36:00,29.646,N,64.479,W
9/10/2013,5:37:59,29.656,N,64.477,W
9/10/2013,5:40:00,29.665,N,64.474,W
9/10/2013,5:41:59,29.675,N,64.472,W
9/10/2013,5:44:00,29.684,N,64.47,W
9/10/2013,5:45:59,29.694,N,64.468,W
9/10/2013,5:48:00,29.703,N,64.466,W
9/10/2013,5:49:59,29.712,N,64.464,W
9/10/2013,5:52:00,29.722,N,64.462,W
9/10/2013,5:53:59,29.731,N,64.46,W
9/10/2013,5:56:00,29.74,N,64.458,W
9/10/2013,5:57:59,29.749,N,64.456,W
9/10/2013,6:00:00,29.758,N,64.454,W
9/10/2013,6:02:00,29.768,N,64.452,W
9/10/2013,6:03:59,29.777,N,64.45,W
9/10/2013,6:06:00,29.786,N,64.448,W
9/10/2013,6:07:59,29.795,N,64.447,W
9/10/2013,6:10:00,29.804,N,64.445,W
9/10/2013,6:11:59,29.813,N,64.443,W
9/10/2013,6:14:00,29.822,N,64.441,W
9/10/2013,6:15:59,29.831,N,64.439,W
9/10/2013,6:18:00,29.839,N,64.437,W
9/10/2013,6:19:59,29.848,N,64.436,W
9/10/2013,6:22:00,29.857,N,64.434,W
9/10/2013,6:23:59,29.866,N,64.432,W
9/10/2013,6:26:00,29.874,N,64.43,W
9/10/2013,6:27:59,29.883,N,64.429,W
9/10/2013,6:30:00,29.892,N,64.427,W
9/10/2013,6:32:00,29.9,N,64.425,W
9/10/2013,6:33:59,29.909,N,64.424,W
9/10/2013,6:36:00,29.918,N,64.422,W
9/10/2013,6:37:59,29.926,N,64.421,W
9/10/2013,6:40:00,29.935,N,64.419,W
9/10/2013,6:41:59,29.943,N,64.417,W
9/10/2013,6:44:00,29.951,N,64.416,W
9/10/2013,6:45:59,29.96,N,64.414,W
9/10/2013,6:48:00,29.968,N,64.413,W
9/10/2013,6:49:59,29.977,N,64.411,W
9/10/2013,6:52:00,29.985,N,64.41,W
9/10/2013,6:53:59,29.993,N,64.408,W
9/10/2013,6:56:00,30.001,N,64.407,W
9/10/2013,6:57:59,30.01,N,64.406,W
9/10/2013,7:00:00,30.018,N,64.404,W
9/10/2013,7:02:00,30.026,N,64.403,W
9/10/2013,7:03:59,30.034,N,64.401,W
9/10/2013,7:06:00,30.042,N,64.4,W
9/10/2013,7:07:59,30.05,N,64.399,W
9/10/2013,7:10:00,30.058,N,64.397,W
9/10/2013,7:11:59,30.066,N,64.396,W
9/10/2013,7:14:00,30.074,N,64.395,W
9/10/2013,7:15:59,30.082,N,64.394,W
9/10/2013,7:18:00,30.09,N,64.392,W
9/10/2013,7:19:59,30.098,N,64.391,W
9/10/2013,7:22:00,30.106,N,64.39,W
9/10/2013,7:23:59,30.114,N,64.389,W
9/10/2013,7:26:00,30.121,N,64.387,W
9/10/2013,7:27:59,30.129,N,64.386,W
9/10/2013,7:30:00,30.137,N,64.385,W
9/10/2013,7:32:00,30.144,N,64.384,W
9/10/2013,7:33:59,30.152,N,64.383,W
9/10/2013,7:36:00,30.16,N,64.382,W
9/10/2013,7:37:59,30.167,N,64.381,W
9/10/2013,7:40:00,30.175,N,64.38,W
9/10/2013,7:41:59,30.182,N,64.379,W
